year,subject,subj_code,prior_band,Astar,A,B,C,D,E,U
2023,Mathematics,2210,2-<3,,16.67,,33.33,,16.67,33.33
2023,Mathematics,2210,3-<4,2.21,7.35,4.41,13.97,22.79,22.79,26.47
2023,Mathematics,2210,4-<5,0.64,3.65,6.51,12.79,21.21,28.2,27.01
2023,Mathematics,2210,5-<6,0.89,5.99,11.69,18.25,25.0,23.84,14.33
2023,Mathematics,2210,6-<7,2.96,13.03,19.28,23.24,21.97,14.68,4.84
2023,Mathematics,2210,7-<8,9.72,26.18,25.05,19.64,12.27,5.85,1.3
2023,Mathematics,2210,8-<9,33.76,36.5,17.33,7.99,3.29,0.98,0.15
2023,Mathematics,2210,9>=,56.79,30.5,8.76,2.61,1.01,0.18,0.15
2023,Mathematics,2210,Unknown prior,26.05,25.84,17.08,12.47,9.25,5.67,3.64
2023,Mathematics,2210,All,17.72,24.79,18.97,15.47,12.07,7.76,3.22
2023,Mathematics (Statistics),2260,3-<4,,,16.67,,33.33,16.67,33.33
2023,Mathematics (Statistics),2260,4-<5,,2.06,8.25,20.62,31.96,27.84,9.28
2023,Mathematics (Statistics),2260,5-<6,,2.7,13.51,23.17,29.34,22.01,9.27
2023,Mathematics (Statistics),2260,6-<7,0.37,10.45,24.63,31.72,19.78,11.19,1.87
2023,Mathematics (Statistics),2260,7-<8,2.54,22.88,39.83,17.8,11.02,4.24,1.69
2023,Mathematics (Statistics),2260,8-<9,15.79,34.21,28.95,15.79,2.63,2.63,
2023,Mathematics (Statistics),2260,9>=,,,,,,100.0,
2023,Mathematics (Statistics),2260,Unknown prior,,,16.67,58.33,8.33,16.67,
2023,Mathematics (Statistics),2260,All,1.25,9.64,21.28,24.91,22.15,15.52,5.26
2023,Mathematics (Further),2330,2-<3,,,,,100.0,,
2023,Mathematics (Further),2330,3-<4,7.69,23.08,23.08,23.08,15.38,7.69,
2023,Mathematics (Further),2330,4-<5,4.17,8.33,8.33,12.5,31.25,18.75,16.67
2023,Mathematics (Further),2330,5-<6,1.29,8.39,15.16,20.65,22.26,18.39,13.87
2023,Mathematics (Further),2330,6-<7,6.39,17.65,21.51,23.03,16.64,10.0,4.79
2023,Mathematics (Further),2330,7-<8,13.22,29.16,25.32,17.49,9.04,4.55,1.24
2023,Mathematics (Further),2330,8-<9,37.08,34.05,16.96,8.0,2.6,0.97,0.34
2023,Mathematics (Further),2330,9>=,55.52,30.21,9.95,3.29,0.8,0.07,0.15
2023,Mathematics (Further),2330,Unknown prior,35.11,27.19,17.55,8.53,5.56,3.46,2.6
2023,Mathematics (Further),2330,All,29.59,30.02,18.59,11.4,5.88,3.11,1.41
2023,Computer Studies / Computing,2610,<1,,,,,100.0,,
2023,Computer Studies / Computing,2610,1-<2,,,,,,,100.0
2023,Computer Studies / Computing,2610,2-<3,,,,,,60.0,40.0
2023,Computer Studies / Computing,2610,3-<4,1.16,,2.33,3.49,12.79,30.23,50.0
2023,Computer Studies / Computing,2610,4-<5,,0.37,2.72,11.63,23.64,34.41,27.23
2023,Computer Studies / Computing,2610,5-<6,0.07,1.9,8.16,21.67,29.06,27.13,12.02
2023,Computer Studies / Computing,2610,6-<7,0.54,6.64,21.43,29.54,25.54,12.42,3.88
2023,Computer Studies / Computing,2610,7-<8,3.19,21.27,34.47,23.87,12.29,4.15,0.75
2023,Computer Studies / Computing,2610,8-<9,18.66,43.21,26.16,8.79,2.66,0.38,0.13
2023,Computer Studies / Computing,2610,9>=,43.94,40.15,11.74,2.65,0.76,0.76,
2023,Computer Studies / Computing,2610,Unknown prior,6.6,17.6,20.29,21.76,15.89,12.96,4.89
2023,Computer Studies / Computing,2610,All,5.32,16.92,22.25,21.2,17.63,11.57,5.11
2023,Business Studies:Single,3210,<1,,,,,100.0,,
2023,Business Studies:Single,3210,2-<3,,,7.41,14.81,11.11,29.63,37.04
2023,Business Studies:Single,3210,3-<4,,0.43,4.51,16.31,29.18,29.61,19.96
2023,Business Studies:Single,3210,4-<5,0.17,1.38,11.19,28.01,32.16,18.75,8.34
2023,Business Studies:Single,3210,5-<6,0.72,4.22,23.72,36.86,23.96,8.27,2.25
2023,Business Studies:Single,3210,6-<7,2.75,12.37,38.69,31.05,12.06,2.5,0.58
2023,Business Studies:Single,3210,7-<8,8.67,24.97,43.5,18.18,3.97,0.57,0.15
2023,Business Studies:Single,3210,8-<9,25.62,36.04,31.15,5.77,1.12,0.2,0.1
2023,Business Studies:Single,3210,9>=,28.95,35.09,27.19,7.02,1.75,,
2023,Business Studies:Single,3210,Unknown prior,3.91,11.63,30.98,25.06,17.79,7.38,3.24
2023,Business Studies:Single,3210,All,4.06,11.82,30.66,28.63,16.45,6.17,2.21
2023,Art and Design,3510,1-<2,,,,,50.0,50.0,
2023,Art and Design,3510,2-<3,,,7.69,30.77,30.77,30.77,
2023,Art and Design,3510,3-<4,1.45,0.72,14.49,31.16,26.81,20.29,5.07
2023,Art and Design,3510,4-<5,1.31,3.78,21.51,34.3,25.29,10.17,3.63
2023,Art and Design,3510,5-<6,4.01,9.96,32.79,31.3,15.24,5.5,1.19
2023,Art and Design,3510,6-<7,10.5,18.0,38.87,22.34,7.14,2.59,0.56
2023,Art and Design,3510,7-<8,22.75,29.15,33.91,11.76,1.99,0.43,
2023,Art and Design,3510,8-<9,43.05,29.65,23.95,2.85,0.5,,
2023,Art and Design,3510,9>=,53.25,31.17,10.39,3.9,,1.3,
2023,Art and Design,3510,Unknown prior,11.81,21.26,39.37,13.39,11.81,2.36,
2023,Art and Design,3510,All,14.2,17.64,31.56,21.47,10.12,4.0,1.01
2023,Art and Design (Graphics),3550,2-<3,6.67,,,33.33,53.33,6.67,
2023,Art and Design (Graphics),3550,3-<4,1.97,2.46,15.76,38.42,22.17,12.32,6.9
2023,Art and Design (Graphics),3550,4-<5,2.47,6.17,24.8,35.8,19.98,7.74,3.03
2023,Art and Design (Graphics),3550,5-<6,4.41,13.97,34.32,28.99,13.04,4.22,1.05
2023,Art and Design (Graphics),3550,6-<7,9.79,22.7,39.09,20.4,6.23,1.48,0.3
2023,Art and Design (Graphics),3550,7-<8,23.08,33.17,32.03,9.08,1.64,1.01,
2023,Art and Design (Graphics),3550,8-<9,49.65,28.47,19.1,1.39,0.69,0.69,
2023,Art and Design (Graphics),3550,9>=,56.25,31.25,6.25,6.25,,,
2023,Art and Design (Graphics),3550,Unknown prior,15.05,19.35,34.41,16.13,8.6,6.45,
2023,Art and Design (Graphics),3550,All,11.13,18.32,31.81,23.41,10.38,3.78,1.18
2023,Art and Design (Photography),3570,1-<2,,,,33.33,,33.33,33.33
2023,Art and Design (Photography),3570,2-<3,,3.7,1.85,20.37,40.74,20.37,12.96
2023,Art and Design (Photography),3570,3-<4,0.49,2.47,16.94,32.73,28.62,12.66,6.09
2023,Art and Design (Photography),3570,4-<5,1.59,5.14,26.78,34.97,21.92,7.14,2.46
2023,Art and Design (Photography),3570,5-<6,5.84,10.56,36.71,30.02,12.63,3.35,0.89
2023,Art and Design (Photography),3570,6-<7,13.01,20.69,39.68,19.63,5.55,1.31,0.13
2023,Art and Design (Photography),3570,7-<8,23.29,28.37,34.76,10.95,2.19,0.44,
2023,Art and Design (Photography),3570,8-<9,47.5,26.25,20.31,5.31,0.31,0.31,
2023,Art and Design (Photography),3570,9>=,62.07,24.14,6.9,,3.45,3.45,
2023,Art and Design (Photography),3570,Unknown prior,13.73,14.22,33.82,23.04,10.78,4.41,
2023,Art and Design (Photography),3570,All,9.9,13.89,32.92,25.56,12.47,3.96,1.29
2023,Art and Design (Textiles),3650,2-<3,,,,,100.0,,
2023,Art and Design (Textiles),3650,3-<4,1.8,7.21,21.62,29.73,27.03,9.91,2.7
2023,Art and Design (Textiles),3650,4-<5,2.33,6.98,27.21,34.19,21.63,6.98,0.7
2023,Art and Design (Textiles),3650,5-<6,6.05,14.74,35.64,28.71,10.67,3.63,0.55
2023,Art and Design (Textiles),3650,6-<7,11.11,25.03,37.22,19.42,6.26,0.86,0.11
2023,Art and Design (Textiles),3650,7-<8,26.52,28.77,33.62,8.32,2.43,0.35,
2023,Art and Design (Textiles),3650,8-<9,41.18,33.19,21.01,2.94,1.26,0.42,
2023,Art and Design (Textiles),3650,9>=,57.14,28.57,14.29,,,,
2023,Art and Design (Textiles),3650,Unknown prior,16.67,20.83,33.33,16.67,12.5,,
2023,Art and Design (Textiles),3650,All,13.53,20.38,32.88,20.92,9.34,2.59,0.36
2023,Art and Design (3d Studies),3670,1-<2,100.0,,,,,,
2023,Art and Design (3d Studies),3670,2-<3,,,16.67,33.33,,,50.0
2023,Art and Design (3d Studies),3670,3-<4,,5.88,11.76,19.12,23.53,27.94,11.76
2023,Art and Design (3d Studies),3670,4-<5,1.23,5.25,19.75,32.72,22.22,14.51,4.32
2023,Art and Design (3d Studies),3670,5-<6,4.34,11.05,30.77,31.56,13.02,6.51,2.76
2023,Art and Design (3d Studies),3670,6-<7,10.56,20.5,33.33,22.98,9.94,2.69,
2023,Art and Design (3d Studies),3670,7-<8,23.13,30.29,32.57,11.4,1.63,0.98,
2023,Art and Design (3d Studies),3670,8-<9,41.13,31.45,25.0,2.42,,,
2023,Art and Design (3d Studies),3670,9>=,25.0,43.75,31.25,,,,
2023,Art and Design (3d Studies),3670,Unknown prior,12.77,31.91,34.04,14.89,6.38,,
2023,Art and Design (3d Studies),3670,All,11.15,17.53,28.78,23.21,11.15,6.11,2.07
2023,Art and Design (Critical Studies),3680,2-<3,,,,50.0,50.0,,
2023,Art and Design (Critical Studies),3680,3-<4,,,33.33,66.67,,,
2023,Art and Design (Critical Studies),3680,4-<5,,11.11,11.11,33.33,44.44,,
2023,Art and Design (Critical Studies),3680,5-<6,4.76,19.05,9.52,47.62,9.52,9.52,
2023,Art and Design (Critical Studies),3680,6-<7,3.03,15.15,45.45,27.27,6.06,3.03,
2023,Art and Design (Critical Studies),3680,7-<8,19.05,33.33,38.1,4.76,4.76,,
2023,Art and Design (Critical Studies),3680,8-<9,50.0,22.22,11.11,16.67,,,
2023,Art and Design (Critical Studies),3680,9>=,,,100.0,,,,
2023,Art and Design (Critical Studies),3680,Unknown prior,8.33,16.67,41.67,25.0,8.33,,
2023,Art and Design (Critical Studies),3680,All,13.33,19.17,29.17,26.67,9.17,2.5,
2023,Art and Design (Fine Art),3690,<1,100.0,,,,,,
2023,Art and Design (Fine Art),3690,1-<2,33.33,33.33,,33.33,,,
2023,Art and Design (Fine Art),3690,2-<3,3.23,3.23,6.45,16.13,25.81,25.81,19.35
2023,Art and Design (Fine Art),3690,3-<4,,1.59,15.92,32.17,28.34,18.15,3.82
2023,Art and Design (Fine Art),3690,4-<5,1.54,4.4,22.63,34.08,24.09,10.27,3.0
2023,Art and Design (Fine Art),3690,5-<6,3.32,10.08,33.42,33.42,14.41,4.5,0.85
2023,Art and Design (Fine Art),3690,6-<7,9.3,21.16,39.33,22.69,5.9,1.41,0.2
2023,Art and Design (Fine Art),3690,7-<8,21.71,31.3,33.49,10.97,2.26,0.27,
2023,Art and Design (Fine Art),3690,8-<9,45.07,32.78,18.6,3.27,0.28,,
2023,Art and Design (Fine Art),3690,9>=,73.23,16.93,8.66,,1.18,,
2023,Art and Design (Fine Art),3690,Unknown prior,16.82,24.3,29.6,19.94,6.54,2.49,0.31
2023,Art and Design (Fine Art),3690,All,15.82,20.25,30.81,20.79,8.62,3.02,0.69
2023,History of Art,3830,2-<3,,,100.0,,,,
2023,History of Art,3830,3-<4,,,,,100.0,,
2023,History of Art,3830,4-<5,,,,30.77,46.15,23.08,
2023,History of Art,3830,5-<6,1.33,8.0,20.0,30.67,30.67,8.0,1.33
2023,History of Art,3830,6-<7,4.62,13.08,29.23,34.62,16.92,0.77,0.77
2023,History of Art,3830,7-<8,7.65,32.14,34.18,20.92,4.08,1.02,
2023,History of Art,3830,8-<9,25.0,44.44,19.44,8.89,2.22,,
2023,History of Art,3830,9>=,44.68,42.55,8.51,2.13,,2.13,
2023,History of Art,3830,Unknown prior,,29.41,26.47,20.59,14.71,5.88,2.94
2023,History of Art,3830,All,12.98,28.91,24.93,20.21,10.32,2.21,0.44
2023,Geography,3910,<1,,,,50.0,50.0,,
2023,Geography,3910,2-<3,,,,20.0,20.0,40.0,20.0
2023,Geography,3910,3-<4,,,0.69,11.81,22.92,36.11,28.47
2023,Geography,3910,4-<5,0.2,0.93,4.64,22.45,35.14,25.96,10.69
2023,Geography,3910,5-<6,0.1,2.3,16.45,36.85,29.88,11.15,3.27
2023,Geography,3910,6-<7,1.07,9.73,34.8,35.66,14.67,3.25,0.81
2023,Geography,3910,7-<8,5.25,27.41,43.55,19.3,3.73,0.58,0.18
2023,Geography,3910,8-<9,24.48,45.08,25.54,4.41,0.43,0.04,0.02
2023,Geography,3910,9>=,48.26,38.03,12.36,1.16,0.19,,
2023,Geography,3910,Unknown prior,7.69,22.38,30.3,24.01,11.66,3.03,0.93
2023,Geography,3910,All,6.28,18.2,29.56,25.36,13.77,5.12,1.72
2023,History,4010,<1,25.0,,25.0,50.0,,,
2023,History,4010,1-<2,,,50.0,,,50.0,
2023,History,4010,2-<3,,,,20.0,20.0,40.0,20.0
2023,History,4010,3-<4,,0.38,5.64,16.54,27.07,38.35,12.03
2023,History,4010,4-<5,0.11,1.29,7.62,25.13,37.29,20.97,7.59
2023,History,4010,5-<6,0.14,2.52,19.22,36.8,28.34,10.35,2.62
2023,History,4010,6-<7,1.02,9.76,36.28,34.4,14.62,3.33,0.59
2023,History,4010,7-<8,4.54,25.84,44.51,19.99,4.38,0.6,0.14
2023,History,4010,8-<9,18.77,44.66,29.96,5.79,0.69,0.05,0.08
2023,History,4010,9>=,39.36,44.08,14.87,1.25,0.36,0.09,
2023,History,4010,Unknown prior,8.35,23.92,29.53,20.71,12.36,3.21,1.93
2023,History,4010,All,5.93,19.11,31.25,24.38,13.33,4.68,1.3
2023,Economics,4410,<1,25.0,25.0,25.0,,,25.0,
2023,Economics,4410,2-<3,,16.67,,,,16.67,66.67
2023,Economics,4410,3-<4,,1.38,7.59,10.34,24.14,26.21,30.34
2023,Economics,4410,4-<5,0.06,1.56,8.25,25.15,28.67,24.15,12.16
2023,Economics,4410,5-<6,0.37,3.81,19.78,32.26,26.83,12.86,4.09
2023,Economics,4410,6-<7,1.43,13.02,32.56,31.55,15.36,4.91,1.16
2023,Economics,4410,7-<8,5.94,30.04,39.64,18.12,5.17,0.9,0.19
2023,Economics,4410,8-<9,24.18,45.38,23.83,5.33,1.08,0.16,0.04
2023,Economics,4410,9>=,43.66,41.03,12.77,2.27,0.17,0.09,
2023,Economics,4410,Unknown prior,11.8,26.57,27.72,19.14,9.16,3.55,2.06
2023,Economics,4410,All,8.17,22.44,28.48,21.7,12.13,5.22,1.87
2023,Religious Studies,4610,2-<3,,,,11.11,22.22,33.33,33.33
2023,Religious Studies,4610,3-<4,0.66,0.66,2.65,14.57,29.8,31.79,19.87
2023,Religious Studies,4610,4-<5,0.23,2.62,10.88,26.47,29.86,21.37,8.56
2023,Religious Studies,4610,5-<6,0.64,5.39,21.86,34.35,25.06,9.96,2.74
2023,Religious Studies,4610,6-<7,1.47,13.84,36.22,31.2,12.73,3.67,0.85
2023,Religious Studies,4610,7-<8,6.3,29.87,41.38,17.84,3.54,0.82,0.25
2023,Religious Studies,4610,8-<9,21.07,44.33,28.51,5.4,0.51,0.14,0.05
2023,Religious Studies,4610,9>=,35.42,45.06,17.35,1.69,0.24,,0.24
2023,Religious Studies,4610,Unknown prior,9.84,28.42,31.69,15.85,9.84,3.28,1.09
2023,Religious Studies,4610,All,6.2,19.89,29.75,23.52,13.01,5.72,1.92
2023,Law,4770,1-<2,,,,,,,100.0
2023,Law,4770,2-<3,,,,,83.33,16.67,
2023,Law,4770,3-<4,,1.06,3.17,10.05,24.87,31.75,29.1
2023,Law,4770,4-<5,0.12,1.79,8.77,19.33,29.59,27.86,12.53
2023,Law,4770,5-<6,0.84,4.13,17.83,28.1,27.12,17.03,4.95
2023,Law,4770,6-<7,2.95,12.27,28.81,29.4,17.57,7.24,1.76
2023,Law,4770,7-<8,10.52,25.92,35.89,18.36,7.14,1.79,0.38
2023,Law,4770,8-<9,32.53,35.89,22.45,7.26,1.08,0.67,0.13
2023,Law,4770,9>=,65.38,19.23,11.54,,,3.85,
2023,Law,4770,Unknown prior,7.64,5.56,25.0,25.69,21.53,10.42,4.17
2023,Law,4770,All,5.0,11.91,23.4,24.26,19.43,11.86,4.14
2023,Logic / Philosophy,4790,2-<3,,100.0,,,,,
2023,Logic / Philosophy,4790,3-<4,7.14,,7.14,7.14,50.0,14.29,14.29
2023,Logic / Philosophy,4790,4-<5,,,5.1,18.88,22.96,31.63,21.43
2023,Logic / Philosophy,4790,5-<6,0.3,1.37,15.93,25.19,29.29,21.4,6.53
2023,Logic / Philosophy,4790,6-<7,0.42,6.28,27.62,34.62,21.34,6.9,2.82
2023,Logic / Philosophy,4790,7-<8,2.92,17.66,40.16,27.78,7.76,3.26,0.45
2023,Logic / Philosophy,4790,8-<9,13.4,39.65,36.4,8.39,1.62,0.54,
2023,Logic / Philosophy,4790,9>=,31.25,49.11,16.07,3.57,,,
2023,Logic / Philosophy,4790,Unknown prior,12.33,17.81,31.51,21.92,12.33,4.11,
2023,Logic / Philosophy,4790,All,4.84,16.16,28.77,23.74,14.81,8.44,3.24
2023,Government and Politics,4830,<1,,50.0,,,50.0,,
2023,Government and Politics,4830,1-<2,,,,,,100.0,
2023,Government and Politics,4830,2-<3,,,11.11,11.11,33.33,22.22,22.22
2023,Government and Politics,4830,3-<4,1.12,1.12,3.91,20.67,21.79,28.49,22.91
2023,Government and Politics,4830,4-<5,0.58,1.68,11.02,23.78,30.54,22.29,10.12
2023,Government and Politics,4830,5-<6,1.0,5.89,21.04,32.72,24.32,11.43,3.6
2023,Government and Politics,4830,6-<7,3.18,14.32,34.21,30.39,12.89,4.08,0.93
2023,Government and Politics,4830,7-<8,8.64,29.86,37.52,18.05,4.66,1.0,0.28
2023,Government and Politics,4830,8-<9,26.87,40.13,26.6,5.07,0.88,0.36,0.09
2023,Government and Politics,4830,9>=,45.16,39.57,12.69,2.15,0.43,,
2023,Government and Politics,4830,Unknown prior,10.77,17.56,26.7,24.36,11.48,6.32,2.81
2023,Government and Politics,4830,All,8.81,20.01,28.31,22.44,12.47,5.84,2.12
2023,Psychology,4850,<1,,,,,,100.0,
2023,Psychology,4850,1-<2,,,,,33.33,,66.67
2023,Psychology,4850,2-<3,,,6.67,10.0,16.67,10.0,56.67
2023,Psychology,4850,3-<4,,0.39,1.77,6.48,14.73,32.02,44.6
2023,Psychology,4850,4-<5,,0.71,4.68,16.4,27.46,32.41,18.32
2023,Psychology,4850,5-<6,0.24,2.17,12.97,29.74,31.22,18.69,4.97
2023,Psychology,4850,6-<7,1.59,8.08,28.95,34.51,19.41,6.35,1.11
2023,Psychology,4850,7-<8,7.07,23.87,40.08,21.55,5.84,1.39,0.19
2023,Psychology,4850,8-<9,28.26,38.41,26.23,5.68,1.21,0.14,0.07
2023,Psychology,4850,9>=,52.95,31.48,12.88,2.15,0.36,,0.18
2023,Psychology,4850,Unknown prior,8.1,15.19,28.95,21.94,15.36,7.59,2.87
2023,Psychology,4850,All,5.92,13.57,25.53,25.16,17.24,9.35,3.23
2023,Sociology,4890,<1,,,,,100.0,,
2023,Sociology,4890,1-<2,,,,,25.0,25.0,50.0
2023,Sociology,4890,2-<3,,,6.67,18.33,30.0,21.67,23.33
2023,Sociology,4890,3-<4,0.3,0.91,5.59,17.89,29.78,26.63,18.9
2023,Sociology,4890,4-<5,0.22,2.25,12.55,30.22,32.73,16.03,6.0
2023,Sociology,4890,5-<6,1.1,5.94,27.33,37.08,20.85,6.01,1.69
2023,Sociology,4890,6-<7,4.65,16.4,40.44,27.8,8.56,1.68,0.48
2023,Sociology,4890,7-<8,14.76,30.32,39.1,13.27,2.03,0.39,0.14
2023,Sociology,4890,8-<9,36.54,38.71,19.99,4.0,0.51,0.05,0.2
2023,Sociology,4890,9>=,62.5,25.0,10.42,,2.08,,
2023,Sociology,4890,Unknown prior,6.88,16.56,28.39,26.02,13.12,7.53,1.51
2023,Sociology,4890,All,5.7,13.44,29.58,27.69,15.66,5.78,2.15
2023,English Language and Literature,5010,2-<3,,,33.33,,33.33,33.33,
2023,English Language and Literature,5010,3-<4,,,3.8,24.05,32.91,27.85,11.39
2023,English Language and Literature,5010,4-<5,,0.51,7.71,35.35,37.02,16.58,2.83
2023,English Language and Literature,5010,5-<6,0.61,1.22,20.24,45.24,27.05,4.54,1.11
2023,English Language and Literature,5010,6-<7,1.79,8.65,38.06,40.38,9.7,1.37,0.05
2023,English Language and Literature,5010,7-<8,6.56,23.53,46.17,20.13,3.17,0.29,0.15
2023,English Language and Literature,5010,8-<9,22.66,34.08,38.01,4.49,0.75,,
2023,English Language and Literature,5010,9>=,45.45,36.36,18.18,,,,
2023,English Language and Literature,5010,Unknown prior,14.74,11.58,31.58,25.26,14.74,2.11,
2023,English Language and Literature,5010,All,4.31,10.85,30.64,33.4,15.93,4.04,0.82
2023,English Language,5030,<1,,,,100.0,,,
2023,English Language,5030,2-<3,,,50.0,,50.0,,
2023,English Language,5030,3-<4,,,5.81,25.58,35.47,30.23,2.91
2023,English Language,5030,4-<5,,0.34,9.3,35.02,40.83,12.11,2.39
2023,English Language,5030,5-<6,0.22,2.23,19.69,47.54,25.26,4.28,0.78
2023,English Language,5030,6-<7,0.62,7.77,40.59,39.92,9.84,0.98,0.28
2023,English Language,5030,7-<8,4.29,19.91,52.21,20.56,2.66,0.25,0.12
2023,English Language,5030,8-<9,17.89,39.62,35.87,6.03,0.4,0.1,0.1
2023,English Language,5030,9>=,21.28,51.06,25.53,,2.13,,
2023,English Language,5030,Unknown prior,1.33,12.67,35.33,26.67,18.0,5.33,0.67
2023,English Language,5030,All,2.56,10.25,32.26,34.73,16.12,3.43,0.66
2023,English Literature,5110,<1,,,100.0,,,,
2023,English Literature,5110,2-<3,,,,,40.0,40.0,20.0
2023,English Literature,5110,3-<4,,1.06,4.79,18.09,26.06,34.04,15.96
2023,English Literature,5110,4-<5,0.1,0.68,7.58,27.32,39.92,20.48,3.92
2023,English Literature,5110,5-<6,0.52,2.47,19.23,39.62,28.67,8.13,1.34
2023,English Literature,5110,6-<7,2.17,8.92,36.13,37.16,13.22,2.08,0.33
2023,English Literature,5110,7-<8,9.04,21.66,45.57,19.63,3.6,0.38,0.12
2023,English Literature,5110,8-<9,30.23,34.04,30.12,5.06,0.42,0.08,0.05
2023,English Literature,5110,9>=,54.75,28.31,14.98,1.45,0.21,0.31,
2023,English Literature,5110,Unknown prior,10.45,16.2,33.45,25.26,10.1,3.83,0.7
2023,English Literature,5110,All,10.54,15.97,31.79,25.05,12.34,3.6,0.7
2023,Drama and Theatre Studies,5210,2-<3,,,,,37.5,37.5,25.0
2023,Drama and Theatre Studies,5210,3-<4,,,4.8,14.4,52.0,18.4,10.4
2023,Drama and Theatre Studies,5210,4-<5,,0.85,10.51,34.42,36.59,15.1,2.54
2023,Drama and Theatre Studies,5210,5-<6,0.29,3.38,25.59,40.24,24.56,4.69,1.26
2023,Drama and Theatre Studies,5210,6-<7,1.75,11.81,41.71,35.09,8.54,1.06,0.05
2023,Drama and Theatre Studies,5210,7-<8,6.17,24.0,49.4,17.57,2.64,0.16,0.05
2023,Drama and Theatre Studies,5210,8-<9,21.73,37.78,33.68,6.54,0.26,,
2023,Drama and Theatre Studies,5210,9>=,34.3,41.28,22.09,1.16,1.16,,
2023,Drama and Theatre Studies,5210,Unknown prior,2.44,18.9,34.76,28.05,10.37,4.27,1.22
2023,Drama and Theatre Studies,5210,All,5.71,15.92,34.74,26.9,12.77,3.21,0.75
2023,Media/Film/Tv Studies,5350,1-<2,,,,,100.0,,
2023,Media/Film/Tv Studies,5350,2-<3,,,,19.23,30.77,30.77,19.23
2023,Media/Film/Tv Studies,5350,3-<4,,0.73,4.4,21.28,45.5,22.02,6.06
2023,Media/Film/Tv Studies,5350,4-<5,,0.66,13.4,41.15,32.98,9.87,1.94
2023,Media/Film/Tv Studies,5350,5-<6,0.28,3.85,32.08,43.73,16.66,2.85,0.56
2023,Media/Film/Tv Studies,5350,6-<7,1.07,13.84,49.3,29.55,5.33,0.69,0.22
2023,Media/Film/Tv Studies,5350,7-<8,6.42,31.15,49.58,11.64,1.02,0.18,
2023,Media/Film/Tv Studies,5350,8-<9,22.82,50.12,23.76,3.06,0.24,,
2023,Media/Film/Tv Studies,5350,9>=,40.0,40.0,20.0,,,,
2023,Media/Film/Tv Studies,5350,Unknown prior,3.77,10.06,37.74,32.7,13.84,1.89,
2023,Media/Film/Tv Studies,5350,All,1.89,10.31,33.23,33.47,16.01,4.17,0.92
2023,Film Studies,5360,2-<3,,,12.5,,25.0,37.5,25.0
2023,Film Studies,5360,3-<4,,,11.98,29.34,38.43,14.05,6.2
2023,Film Studies,5360,4-<5,0.14,1.28,19.02,43.45,25.0,7.76,3.35
2023,Film Studies,5360,5-<6,0.42,4.89,40.21,40.63,11.45,1.66,0.74
2023,Film Studies,5360,6-<7,2.23,13.95,57.29,22.87,2.74,0.74,0.17
2023,Film Studies,5360,7-<8,6.3,30.43,52.78,9.76,0.63,,0.1
2023,Film Studies,5360,8-<9,19.29,48.55,30.23,1.93,,,
2023,Film Studies,5360,9>=,45.45,54.55,,,,,
2023,Film Studies,5360,Unknown prior,4.17,16.67,53.12,18.75,4.17,2.08,1.04
2023,Film Studies,5360,All,2.58,11.97,40.61,29.94,10.84,2.84,1.22
2023,French,5650,<1,,,,100.0,,,
2023,French,5650,1-<2,,100.0,,,,,
2023,French,5650,2-<3,,,50.0,,50.0,,
2023,French,5650,3-<4,,12.5,43.75,18.75,6.25,12.5,6.25
2023,French,5650,4-<5,0.68,6.85,15.75,26.71,21.92,19.18,8.9
2023,French,5650,5-<6,2.3,10.28,18.26,22.52,27.48,13.83,5.32
2023,French,5650,6-<7,1.46,12.93,26.23,27.87,21.31,8.11,2.09
2023,French,5650,7-<8,4.51,21.86,37.22,23.56,10.08,2.17,0.59
2023,French,5650,8-<9,18.63,41.24,29.21,8.59,1.99,0.29,0.05
2023,French,5650,9>=,38.76,46.59,13.05,1.61,,,
2023,French,5650,Unknown prior,16.74,32.09,24.65,19.53,6.98,,
2023,French,5650,All,11.41,27.54,28.17,17.52,10.32,3.8,1.24
2023,German,5670,2-<3,,,,50.0,,50.0,
2023,German,5670,3-<4,,33.33,50.0,,,16.67,
2023,German,5670,4-<5,6.67,10.0,16.67,23.33,20.0,16.67,6.67
2023,German,5670,5-<6,0.63,17.72,19.62,22.78,20.89,16.46,1.9
2023,German,5670,6-<7,3.57,14.58,23.51,27.08,20.54,9.52,1.19
2023,German,5670,7-<8,6.98,23.43,31.66,25.94,10.55,1.07,0.36
2023,German,5670,8-<9,21.31,40.52,26.67,9.15,2.22,0.13,
2023,German,5670,9>=,47.1,34.78,13.04,4.35,0.72,,
2023,German,5670,Unknown prior,37.6,38.4,16.0,5.6,2.4,,
2023,German,5670,All,15.53,29.21,25.34,17.13,8.87,3.4,0.52
2023,Italian,5690,2-<3,,,100.0,,,,
2023,Italian,5690,3-<4,9.52,28.57,38.1,9.52,9.52,4.76,
2023,Italian,5690,4-<5,15.38,25.64,28.21,10.26,14.1,6.41,
2023,Italian,5690,5-<6,24.82,36.88,24.11,9.93,2.84,1.42,
2023,Italian,5690,6-<7,35.66,42.66,15.38,4.9,,1.4,
2023,Italian,5690,7-<8,44.35,40.32,15.32,,,,
2023,Italian,5690,8-<9,70.09,19.66,5.98,3.42,0.85,,
2023,Italian,5690,9>=,68.29,31.71,,,,,
2023,Italian,5690,Unknown prior,78.0,18.0,4.0,,,,
2023,Italian,5690,All,42.46,32.68,16.06,4.89,2.51,1.4,
